key,Português [pt-BR]
message_end_quest_story_scoundrel_2_1,"Quer saber, parece a floresta perto do Pico da Águia. Aposto todas as minhas fichas nela. Provavelmente melhor irmos até lá e sair perguntando: eles saberão se algum Inox estiver na área."
message_end_quest_story_sightlesseye_1,"Com o Olho morto, recebemos relatórios que muitas áreas da Podridão estão recuando, mas ainda podem existir fragmentos pela região."
message_end_quest_story_sightlesseye_2,"...O que aconteceu, o que foi aquele cheiro?"
message_end_quest_story_sightlesseye_3,Vocês desmaiam.
message_end_quest_story_sightlesseye_4,Provavelmente a coisa mais esperta que já fiz.
message_end_quest_story_sightlesseye_5,"...Veja Eu tenho uma Cimitarra Flamejante que uso como lanterna, e eu quero que ela seja tua. De graça. Se você lutar com algo tão fedido novamente, o mate. Com fogo. Vindo da Cimitarra."
message_end_quest_story_soothsinger_1_1,"Vocês conversam com os Bandidos restantes, mas nenhum tem explicações sobre o ataque de Mortos-Vivos ao acampamento."
message_end_quest_story_soothsinger_1_2,Talvez fosse um antigo Cemitério Inox?
message_end_quest_story_soothsinger_1_3,"A boa notícia é que o Musicista tem algumas canções devassas. Eu sugiro, da próxima vez, que visitemos um Vermling para aprender alguns insultos. Conheço o lugar ideal."
message_end_quest_story_soothsinger_2_1,O que está havendo? Parece que alguém não quer que aprendamos novas canções?
message_end_quest_story_soothsinger_2_2,"Eu acho que é mais sério do que isso, mas parece estar relacionado ao Musicista de alguma forma."
message_end_quest_story_soothsinger_2_3,"Neste caso, nós precisamos antecipar o próximo ataque, irei conversar com alguns de meus amigos Inox e preparar uma festa de boas vindas."
message_end_quest_story_soothsinger_3_1,"Demorou um tempinho, mas consegui fazê-lo falar, vocês não vão acreditar nisso..."
message_end_quest_story_soothsinger_3_2,Aparentemente ele está trabalhando para algum tipo de campeão esquelético que possui algum rancor para com o nosso musicista.
message_end_quest_story_soothsinger_3_3,Ela é descendente de um bardo que selou-o em uma torre ao norte de Bonverão.
message_end_quest_story_soothsinger_3_4,"Mas não existe entrada parada a torre, há um cadeado mágico nela."
message_end_quest_story_spellweaver_1_1,Aquele Bandido está vestido com equipamento dos Valetes Esmeralda próximos do Bosque Leste. Eu checaria a base de operação deles após aqui.
message_end_quest_story_spellweaver_2_1,"Após ouvir seu dilema, a Guardiã do Carvalho oferece alguns conselhos."
message_end_quest_story_spellweaver_2_2,"Em nossa biblioteca do templo, há escrituras sobre um santuário no qual vocês podem pedir por uma benção em tempos de crise. Eu acredito que este seja um de tais tempos."
message_end_quest_story_spellweaver_2_3,"Irei marcar o local conhecido no mapa, mas normalmente vocês devem provar seu valor antes de recebê-lo."
message_end_quest_story_spellweaver_2_4,Simplesmente diga 'Eu Exijo Uma Dádiva' e tudo será revelado.
message_end_quest_story_spellweaver_3_1,O que ela ganhou então?
message_end_quest_story_spellweaver_3_2,"Nós não sabemos, mas irá ser revelado quando necessário."
message_end_quest_story_spellweaver_3_3,"Bem, isso não é nem um pouco vago, certo? Não poderia apenas ter nos dado uma grande espada flamejante ou algo do tipo?"
message_end_quest_story_summoner_1_1,"A Invocadora queria mais tempo lá dentro, porém ela reconhece que viu o suficiente para saber como desconectar os reinos agora."
message_end_quest_story_summoner_1_2,Ela se utilizou de meus grimórios para resolver isso. A Invocadora diz que neles citam outro grimório que iremos precisar — um tomo perdido em uma biblioteca abandonada próxima a Lamavista
message_end_quest_story_summoner_1_3,Parece como uma oportunidade de negócios perfeita! Talvez eu até acompanhe.
message_end_quest_story_summoner_2_1,Acabei de ter uma baita conversa com a Invocadora. O livro que você recuperou não é necessário para fechar a fenda. Ele apenas 'parecia ser interessante' e ela desejava uma leitura.
message_end_quest_story_summoner_2_2,"Ela quase nos matou por um grimório que não precisa? ... Nós podemos vendê-lo, certo?"
message_end_quest_story_summoner_2_3,"O oposto. Ela ainda precisa do livro, só que não para a fenda. A Invocadora agora possui uma maneira mais segura para vocês todos viajarem de volta àquela masmorra..."
message_end_quest_story_summoner_3_1,"Este hemisfério no qual que me trouxe, nem eu nem a Invocadora podemos entender como ele se relaciona com a fenda interplanar. "
message_end_quest_story_summoner_3_2,"Ele tem algum tipo de desenho gravado em seu lado, juntamente com uma inscrição escrita em um raro e antigo idioma Valrath."
message_end_quest_story_summoner_3_3,"É escrito de forma grosseira: ""Termina um Serafim, sem orgulho ter. Todos que a nova rainha se opuseram em fim, irão ceder."" Curioso."
message_end_quest_story_sunkeeper_1_1,"Agora a Guardiã do Sol conquistou a confiança deles, eles dizem que Guardas da Cidade vieram até seu acampamento e queriam levar alguns deles embora."
message_end_quest_story_sunkeeper_1_2,Eles resistiram e os Guardas atacaram!
message_end_quest_story_sunkeeper_1_3,"Embora eles não fossem capazes de impedir os Guardas de sequestrar alguns de sua tribo, ainda os rastrearam até um local próximo de Lamavista."
message_end_quest_story_sunkeeper_2_1,"Bom, aquele mapa aponta claramente para o bosque da Neblina."
message_end_quest_story_sunkeeper_2_2,Nós devemos ter aqueles escravistas mortos até a hora do café da tarde.
message_end_quest_story_sunkeeper_3_1,Parece que a Guardiã do Sol pegou a chave do pescoço de um Atormentador abatido.
message_end_quest_story_sunkeeper_3_2,"Se nós conseguirmos encontrar a verdadeira base de operações, nós iremos ter nosso passe de entrada!"
message_end_quest_story_tinkerer_1_1,"Esses pergaminhos se referem a um templo na floresta bem ao noroeste, mais distante que a Escola do Grande Carvalho. Essa parece a próxima área que há para investigar."
message_end_quest_story_tinkerer_2_1,"A documentação que vocês descobriram irá permitir-lhe realizar alguns rituais. Vocês decidem fazer isso em nome da própria Guilda, em caso de algo sair errado."
message_end_quest_story_tinkerer_3_1,"Quando tua visão retorna, o Demônio se fora, retornou para seu próprio reino. Você acha que todo esse experimento fora um erro, quando você sente o cheiro de algo queimando..."
message_end_quest_story_tinkerer_3_2,"Um mapa na parede possui um pequeno buraco de queimadura, posicionada nos limites de 'O Domo'. Vocês se perguntam se o Demônio do Sol estava tentando lhes dizer algo..."
message_end_quest_story_undeadcommander_1,Parece que aquela Melodia rastreou Bravateiro para o mesmo templo que nós e então encarregou alguns sacerdotes para criar um feitiço de vínculo que somente um bardo poderia desbloquear.
message_end_quest_story_undeadcommander_2,"Nós podemos não conseguir tirar muito lucro desta missão, mas eu achei essa er... Caveira no chão."
message_end_quest_story_undeadcommander_3,"Nem mesmo eu consigo vender isso, então aqui está, isto me dá calafrios."
message_end_quest_story_wingedhorror_1,Acho que foi o demônio mais horrível que já derrotamos. Meus ouvidos terão pesadelos por anos.
message_end_quest_story_wingedhorror_2,"Por outro lado, a Escola e o Grande Carvalho estão seguros. O Serraossos já está ajudando os professores e alunos além de retornar os registros de volta para a cidade.
"
message_end_quest_story_wingedhorror_3,"A Guarda da Cidade também recuperou mais documentos dos Garras Vermelhas. Parece que o Horror Alado só é convocado por rituais que envolvem sofrimento extremo, e eles levam quase uma década para serem completados. Teremos que estar vigilantes.
"
message_end_quest_story_wingedhorror_4,"Quanto ao vômito do Horror, aquele caroço sólido era um dos núcleos de força para as defesas da Escola. Não é um livro sobre magia de construção, mas é alguma coisa."
message_end_quest_story_wingedhorror_5,"E quanta utilidade teve aquele núcleo de energia... mas você não parece com o dom do demônio na boca, eu acho. Eu guardei ele pra você: nós vamos tirar mais proveito do núcleo do que a Escola."
message_end_quest_travel_amberhill_1,"Então os Guardas da Cidade estão matando pessoas agora? Isso definitivamente não é o tipo de proteção que pago pelos meus impostos -  Eu, er, com certeza pago meus impostos."
message_end_quest_travel_amberhill_2,"Por sorte, Monte Âmbar é conhecido pelos seus vestíveis encantados, feitos com uma árvore mágica de Âmbar local. "
message_end_quest_travel_amberhill_3,Eles me deram um par encantador de Botas da Velocidade para nos ajudar. Visitem minha loja quando puderem!
message_end_quest_travel_bloodford_1,"Estou feliz que tudo ocorreu bem. A rota comercial está de volta a ativa, e eu terei Pó de Atordoamento em estoque quando vocês retornarem."
message_end_quest_travel_bloodford_2,"Agora, possivelmente teremos outras solicitações de rotas comerciais, então vamos manter a expansão da rede. Antes de começarem... tomem um banho, pelo bem de todos..."
message_end_quest_travel_crystalhollow_1,Eu sempre imaginei as riquezas que poderia achar na Gruta Cristalina... a caverna das lendas!
message_end_quest_travel_crystalhollow_2,"Mas não tinha nada demais. A maior parte eram cogumelos, e nem para serem do tipo mágico."
message_end_quest_travel_crystalhollow_3,"Mas, a luta contra a aranha me fez cair de bun— é, descobrir uma alabarda semienterrada. Ela parecia muito robusta, e por isto está em minha loja."
message_end_quest_travel_demonspinehollow_1,"Sempre achei que contos de Diabretes eram pura lorota, mas aparentemente são pelo que os Ermos da Demonespinha são mais conhecidos. Lorotas, não Diabretes. Venha dar uma olhada nas Botas novas que tenho em estoque."
message_end_quest_travel_drakefirefarm_1,"O fazendeiros da Fazenda Dragão de Fogo pegaram os esporos, de algumas plantas estranhas das proximidades, e fizeram bombas de pó deles. "
message_end_quest_travel_drakefirefarm_2,"Eu não as experimentei, mas parecem... desagradáveis. Tenho certeza que irão amá-las."
message_end_quest_travel_eaglecrest_1,"Hoje eu recebi uma encomenda do Pico da Águia, de uma das lojas de Engenhoqueiro de lá. Aparentemente, um grupo de Inox pagou para nos enviar uma Visão Telescópica."
message_end_quest_travel_eaglecrest_2,"Eu não sei se é um presente de agradecimento, ou uma piada à respeito das capacidades marciais de vocês?"
message_end_quest_travel_eastgrove_1,"Sabiam que Bosque Leste costumava ter uma destacamento da antiga Guarda Real? Eu também não, mas agora tenho Armaduras Laminadas à venda para vocês! "
message_end_quest_travel_fordingbridge_1,"Via Quebrossos ao Sudeste costumava ser o lar dos maiores sapateiros da região, mas pelo visto Travessarrasa aprendeu das técnicas deles, e era um ponto de parada em meu caminho."
message_end_quest_travel_fordingbridge_2,Tenho um interessante par de sapatos em estoque agora.
message_end_quest_travel_hammerholm_1,Os ferreiros de Martelouteiro ficaram muitos felizes com o seu trabalho. Eu tenho algumas novas armaduras à venda!
message_end_quest_travel_houndhill_1,"Os cidadãos ficaram muito felizes de vocês afugentarem aqueles Atormentadores desprezíveis, e me deram uma Miniatura de Falcão."
message_end_quest_travel_houndhill_2,"Vocês esperavam uma Miniatura de Cão-lobo, certo? Bem, falcões possuem um apelo espiritual ou algo assim. Pois bem, está na loja."
message_end_quest_travel_ironbell_1,"Eu fui em Sinoferro, após vocês partirem, em busca de uma arma para mim. Eu sei que não irei me juntar a vocês na linha de frente, mas, eu, é, queria me sentir como parte da ação."
message_end_quest_travel_ironbell_2,"Quando eu contei a uma dos ferreiras isso, ela me olhou... e então me deu esses Solleret de Aço."
message_end_quest_travel_ironbell_3,"Não precisa nem falar. Se quiserem usá-los, eles estão em minha loja."
message_end_quest_travel_ironwoodcamp_1,"A Companhia da Floresta Férrea está muito feliz com o seu trabalho, e me enviaram um esquema para um novo escudo. Venham dar uma olhada nele quanto tiverem um tempo!"
message_end_quest_travel_kailej_1,Eu viajei até Kailej após vocês partirem. Pensei que uma tribo guerreira deveria de ter armas valiosas.
